sample size and proportion,classifier,metric,precision,recall,f1-score,support
600_3070,sgd_tfidf,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
600_3070,sgd_tfidf,macro avg,0.693406593,0.671875,0.678847144,96
600_3070,sgd_tfidf,weighted avg,0.719413919,0.729166667,0.721221479,96
600_3070,knn_tfidf,0,0.739130435,0.53125,0.618181818,32
600_3070,knn_tfidf,1,0.794520548,0.90625,0.846715328,64
600_3070,knn_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
600_3070,knn_tfidf,macro avg,0.766825491,0.71875,0.732448573,96
600_3070,knn_tfidf,weighted avg,0.776057177,0.78125,0.770537492,96
600_3070,lr_w2v,0,0.5,0.3125,0.384615385,32
600_3070,lr_w2v,1,0.710526316,0.84375,0.771428571,64
600_3070,lr_w2v,accuracy,0.666666667,0.666666667,0.666666667,0.666666667
600_3070,lr_w2v,macro avg,0.605263158,0.578125,0.578021978,96
600_3070,lr_w2v,weighted avg,0.640350877,0.666666667,0.642490842,96
600_4060,lr_tfidf,0,0.657894737,0.641025641,0.649350649,39
600_4060,lr_tfidf,1,0.75862069,0.771929825,0.765217391,57
600_4060,lr_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
600_4060,lr_tfidf,macro avg,0.708257713,0.706477733,0.70728402,96
600_4060,lr_tfidf,weighted avg,0.717700771,0.71875,0.718146527,96
600_4060,nb_tfidf,0,0.833333333,0.384615385,0.526315789,39
600_4060,nb_tfidf,1,0.692307692,0.947368421,0.8,57
600_4060,nb_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
600_4060,nb_tfidf,macro avg,0.762820513,0.665991903,0.663157895,96
600_4060,nb_tfidf,weighted avg,0.749599359,0.71875,0.688815789,96
600_4060,rf_tfidf,0,0.6875,0.282051282,0.4,39
600_4060,rf_tfidf,1,0.65,0.912280702,0.759124088,57
600_4060,rf_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
600_4060,rf_tfidf,macro avg,0.66875,0.597165992,0.579562044,96
600_4060,rf_tfidf,weighted avg,0.665234375,0.65625,0.613229927,96
600_4060,dt_tfidf,0,0.530612245,0.666666667,0.590909091,39
600_4060,dt_tfidf,1,0.723404255,0.596491228,0.653846154,57
600_4060,dt_tfidf,accuracy,0.625,0.625,0.625,0.625
600_4060,dt_tfidf,macro avg,0.62700825,0.631578947,0.622377622,96
600_4060,dt_tfidf,weighted avg,0.645082501,0.625,0.628277972,96
600_4060,svc_tfidf,0,0.666666667,0.564102564,0.611111111,39
600_4060,svc_tfidf,1,0.73015873,0.807017544,0.766666667,57
600_4060,svc_tfidf,accuracy,0.708333333,0.708333333,0.708333333,0.708333333
600_4060,svc_tfidf,macro avg,0.698412698,0.685560054,0.688888889,96
600_4060,svc_tfidf,weighted avg,0.704365079,0.708333333,0.703472222,96
600_4060,lsvc_tfidf,0,0.625,0.641025641,0.632911392,39
600_4060,lsvc_tfidf,1,0.75,0.736842105,0.743362832,57
600_4060,lsvc_tfidf,accuracy,0.697916667,0.697916667,0.697916667,0.697916667
600_4060,lsvc_tfidf,macro avg,0.6875,0.688933873,0.688137112,96
600_4060,lsvc_tfidf,weighted avg,0.69921875,0.697916667,0.698491935,96
600_4060,sgd_tfidf,0,0.529411765,0.692307692,0.6,39
600_4060,sgd_tfidf,1,0.733333333,0.578947368,0.647058824,57
600_4060,sgd_tfidf,accuracy,0.625,0.625,0.625,0.625
600_4060,sgd_tfidf,macro avg,0.631372549,0.63562753,0.623529412,96
600_4060,sgd_tfidf,weighted avg,0.650490196,0.625,0.627941176,96
600_4060,knn_tfidf,0,0.636363636,0.538461538,0.583333333,39
600_4060,knn_tfidf,1,0.714285714,0.789473684,0.75,57
600_4060,knn_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
600_4060,knn_tfidf,macro avg,0.675324675,0.663967611,0.666666667,96
600_4060,knn_tfidf,weighted avg,0.68262987,0.6875,0.682291667,96
600_4060,lr_w2v,0,0.565217391,0.666666667,0.611764706,39
600_4060,lr_w2v,1,0.74,0.649122807,0.691588785,57
600_4060,lr_w2v,accuracy,0.65625,0.65625,0.65625,0.65625
600_4060,lr_w2v,macro avg,0.652608696,0.657894737,0.651676745,96
600_4060,lr_w2v,weighted avg,0.668994565,0.65625,0.659160253,96
600_5050,lr_tfidf,0,0.788461538,0.732142857,0.759259259,56
600_5050,lr_tfidf,1,0.659090909,0.725,0.69047619,40
600_5050,lr_tfidf,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
600_5050,lr_tfidf,macro avg,0.723776224,0.728571429,0.724867725,96
600_5050,lr_tfidf,weighted avg,0.73455711,0.729166667,0.730599647,96
600_5050,nb_tfidf,0,0.788461538,0.732142857,0.759259259,56
600_5050,nb_tfidf,1,0.659090909,0.725,0.69047619,40
600_5050,nb_tfidf,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
600_5050,nb_tfidf,macro avg,0.723776224,0.728571429,0.724867725,96
600_5050,nb_tfidf,weighted avg,0.73455711,0.729166667,0.730599647,96
600_5050,rf_tfidf,0,0.8125,0.464285714,0.590909091,56
600_5050,rf_tfidf,1,0.53125,0.85,0.653846154,40
600_5050,rf_tfidf,accuracy,0.625,0.625,0.625,0.625
600_5050,rf_tfidf,macro avg,0.671875,0.657142857,0.622377622,96
600_5050,rf_tfidf,weighted avg,0.6953125,0.625,0.617132867,96
600_5050,dt_tfidf,0,0.775510204,0.678571429,0.723809524,56
600_5050,dt_tfidf,1,0.617021277,0.725,0.666666667,40
600_5050,dt_tfidf,accuracy,0.697916667,0.697916667,0.697916667,0.697916667
600_5050,dt_tfidf,macro avg,0.69626574,0.701785714,0.695238095,96
600_5050,dt_tfidf,weighted avg,0.709473151,0.697916667,0.7,96
600_5050,svc_tfidf,0,0.8125,0.696428571,0.75,56
600_5050,svc_tfidf,1,0.645833333,0.775,0.704545455,40
600_5050,svc_tfidf,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
600_5050,svc_tfidf,macro avg,0.729166667,0.735714286,0.727272727,96
600_5050,svc_tfidf,weighted avg,0.743055556,0.729166667,0.731060606,96
600_5050,lsvc_tfidf,0,0.788461538,0.732142857,0.759259259,56
600_5050,lsvc_tfidf,1,0.659090909,0.725,0.69047619,40
600_5050,lsvc_tfidf,accuracy,0.729166667,0.729166667,0.729166667,0.729166667
600_5050,lsvc_tfidf,macro avg,0.723776224,0.728571429,0.724867725,96
600_5050,lsvc_tfidf,weighted avg,0.73455711,0.729166667,0.730599647,96
600_5050,sgd_tfidf,0,0.773584906,0.732142857,0.752293578,56
600_5050,sgd_tfidf,1,0.651162791,0.7,0.674698795,40
600_5050,sgd_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
600_5050,sgd_tfidf,macro avg,0.712373848,0.716071429,0.713496187,96
600_5050,sgd_tfidf,weighted avg,0.722575691,0.71875,0.719962418,96
600_5050,knn_tfidf,0,0.735849057,0.696428571,0.71559633,56
600_5050,knn_tfidf,1,0.604651163,0.65,0.626506024,40
600_5050,knn_tfidf,accuracy,0.677083333,0.677083333,0.677083333,0.677083333
600_5050,knn_tfidf,macro avg,0.67025011,0.673214286,0.671051177,96
600_5050,knn_tfidf,weighted avg,0.681183268,0.677083333,0.678475369,96
600_5050,lr_w2v,0,0.765625,0.875,0.816666667,56
600_5050,lr_w2v,1,0.78125,0.625,0.694444444,40
600_5050,lr_w2v,accuracy,0.770833333,0.770833333,0.770833333,0.770833333
600_5050,lr_w2v,macro avg,0.7734375,0.75,0.755555556,96
600_5050,lr_w2v,weighted avg,0.772135417,0.770833333,0.765740741,96
800_1090,lr_tfidf,0,1,0.166666667,0.285714286,12
800_1090,lr_tfidf,1,0.920634921,1,0.958677686,116
800_1090,lr_tfidf,accuracy,0.921875,0.921875,0.921875,0.921875
800_1090,lr_tfidf,macro avg,0.96031746,0.583333333,0.622195986,128
800_1090,lr_tfidf,weighted avg,0.928075397,0.921875,0.895587367,128
800_1090,nb_tfidf,0,0,0,0,12
800_1090,nb_tfidf,1,0.90625,1,0.950819672,116
800_1090,nb_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,nb_tfidf,macro avg,0.453125,0.5,0.475409836,128
800_1090,nb_tfidf,weighted avg,0.821289063,0.90625,0.861680328,128
800_1090,rf_tfidf,0,0,0,0,12
800_1090,rf_tfidf,1,0.90625,1,0.950819672,116
800_1090,rf_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,rf_tfidf,macro avg,0.453125,0.5,0.475409836,128
800_1090,rf_tfidf,weighted avg,0.821289063,0.90625,0.861680328,128
800_1090,dt_tfidf,0,0.428571429,0.5,0.461538462,12
800_1090,dt_tfidf,1,0.947368421,0.931034483,0.939130435,116
800_1090,dt_tfidf,accuracy,0.890625,0.890625,0.890625,0.890625
800_1090,dt_tfidf,macro avg,0.687969925,0.715517241,0.700334448,128
800_1090,dt_tfidf,weighted avg,0.898731203,0.890625,0.894356187,128
800_1090,svc_tfidf,0,0,0,0,12
800_1090,svc_tfidf,1,0.90625,1,0.950819672,116
800_1090,svc_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,svc_tfidf,macro avg,0.453125,0.5,0.475409836,128
800_1090,svc_tfidf,weighted avg,0.821289063,0.90625,0.861680328,128
800_1090,lsvc_tfidf,0,1,0.166666667,0.285714286,12
800_1090,lsvc_tfidf,1,0.920634921,1,0.958677686,116
800_1090,lsvc_tfidf,accuracy,0.921875,0.921875,0.921875,0.921875
800_1090,lsvc_tfidf,macro avg,0.96031746,0.583333333,0.622195986,128
800_1090,lsvc_tfidf,weighted avg,0.928075397,0.921875,0.895587367,128
800_1090,sgd_tfidf,0,0.5,0.333333333,0.4,12
800_1090,sgd_tfidf,1,0.933333333,0.965517241,0.949152542,116
800_1090,sgd_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,sgd_tfidf,macro avg,0.716666667,0.649425287,0.674576271,128
800_1090,sgd_tfidf,weighted avg,0.892708333,0.90625,0.897669492,128
800_1090,knn_tfidf,0,0.8,0.333333333,0.470588235,12
800_1090,knn_tfidf,1,0.93495935,0.99137931,0.962343096,116
800_1090,knn_tfidf,accuracy,0.9296875,0.9296875,0.9296875,0.9296875
800_1090,knn_tfidf,macro avg,0.867479675,0.662356322,0.716465666,128
800_1090,knn_tfidf,weighted avg,0.922306911,0.9296875,0.916241078,128
800_1090,lr_w2v,0,0,0,0,12
800_1090,lr_w2v,1,0.90625,1,0.950819672,116
800_1090,lr_w2v,accuracy,0.90625,0.90625,0.90625,0.90625
800_1090,lr_w2v,macro avg,0.453125,0.5,0.475409836,128
800_1090,lr_w2v,weighted avg,0.821289063,0.90625,0.861680328,128
800_2080,lr_tfidf,0,0.777777778,0.304347826,0.4375,23
800_2080,lr_tfidf,1,0.865546218,0.980952381,0.919642857,105
800_2080,lr_tfidf,accuracy,0.859375,0.859375,0.859375,0.859375
800_2080,lr_tfidf,macro avg,0.821661998,0.642650104,0.678571429,128
800_2080,lr_tfidf,weighted avg,0.849775327,0.859375,0.833007813,128
800_2080,nb_tfidf,0,0,0,0,23
800_2080,nb_tfidf,1,0.8203125,1,0.901287554,105
800_2080,nb_tfidf,accuracy,0.8203125,0.8203125,0.8203125,0.8203125
800_2080,nb_tfidf,macro avg,0.41015625,0.5,0.450643777,128
800_2080,nb_tfidf,weighted avg,0.672912598,0.8203125,0.739337446,128
800_2080,rf_tfidf,0,1,0.043478261,0.083333333,23
800_2080,rf_tfidf,1,0.826771654,1,0.905172414,105
800_2080,rf_tfidf,accuracy,0.828125,0.828125,0.828125,0.828125
800_2080,rf_tfidf,macro avg,0.913385827,0.52173913,0.494252874,128
800_2080,rf_tfidf,weighted avg,0.857898622,0.828125,0.757498204,128
800_2080,dt_tfidf,0,0.4,0.347826087,0.372093023,23
800_2080,dt_tfidf,1,0.861111111,0.885714286,0.873239437,105
800_2080,dt_tfidf,accuracy,0.7890625,0.7890625,0.7890625,0.7890625
800_2080,dt_tfidf,macro avg,0.630555556,0.616770186,0.62266623,128
800_2080,dt_tfidf,weighted avg,0.778255208,0.7890625,0.78318969,128
800_2080,svc_tfidf,0,1,0.173913043,0.296296296,23
800_2080,svc_tfidf,1,0.846774194,1,0.917030568,105
800_2080,svc_tfidf,accuracy,0.8515625,0.8515625,0.8515625,0.8515625
800_2080,svc_tfidf,macro avg,0.923387097,0.586956522,0.606663432,128
800_2080,svc_tfidf,weighted avg,0.874306956,0.8515625,0.805492378,128
800_2080,lsvc_tfidf,0,0.818181818,0.391304348,0.529411765,23
800_2080,lsvc_tfidf,1,0.88034188,0.980952381,0.927927928,105
800_2080,lsvc_tfidf,accuracy,0.875,0.875,0.875,0.875
800_2080,lsvc_tfidf,macro avg,0.849261849,0.686128364,0.728669846,128
800_2080,lsvc_tfidf,weighted avg,0.869172494,0.875,0.856319555,128
800_2080,sgd_tfidf,0,0.642857143,0.391304348,0.486486486,23
800_2080,sgd_tfidf,1,0.877192982,0.952380952,0.913242009,105
800_2080,sgd_tfidf,accuracy,0.8515625,0.8515625,0.8515625,0.8515625
800_2080,sgd_tfidf,macro avg,0.760025063,0.67184265,0.699864248,128
800_2080,sgd_tfidf,weighted avg,0.835085761,0.8515625,0.836559376,128
800_2080,knn_tfidf,0,0.583333333,0.304347826,0.4,23
800_2080,knn_tfidf,1,0.862068966,0.952380952,0.904977376,105
800_2080,knn_tfidf,accuracy,0.8359375,0.8359375,0.8359375,0.8359375
800_2080,knn_tfidf,macro avg,0.722701149,0.628364389,0.652488688,128
800_2080,knn_tfidf,weighted avg,0.811983657,0.8359375,0.814239253,128
800_2080,lr_w2v,0,0,0,0,23
800_2080,lr_w2v,1,0.818897638,0.99047619,0.896551724,105
800_2080,lr_w2v,accuracy,0.8125,0.8125,0.8125,0.8125
800_2080,lr_w2v,macro avg,0.409448819,0.495238095,0.448275862,128
800_2080,lr_w2v,weighted avg,0.671751969,0.8125,0.735452586,128
800_3070,lr_tfidf,0,0.620689655,0.473684211,0.537313433,38
800_3070,lr_tfidf,1,0.797979798,0.877777778,0.835978836,90
800_3070,lr_tfidf,accuracy,0.7578125,0.7578125,0.7578125,0.7578125
800_3070,lr_tfidf,macro avg,0.709334727,0.675730994,0.686646134,128
800_3070,lr_tfidf,weighted avg,0.745346787,0.7578125,0.747312544,128
800_3070,nb_tfidf,0,1,0.052631579,0.1,38
800_3070,nb_tfidf,1,0.714285714,1,0.833333333,90
800_3070,nb_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
800_3070,nb_tfidf,macro avg,0.857142857,0.526315789,0.466666667,128
800_3070,nb_tfidf,weighted avg,0.799107143,0.71875,0.615625,128
800_3070,rf_tfidf,0,1,0.052631579,0.1,38
800_3070,rf_tfidf,1,0.714285714,1,0.833333333,90
800_3070,rf_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
800_3070,rf_tfidf,macro avg,0.857142857,0.526315789,0.466666667,128
800_3070,rf_tfidf,weighted avg,0.799107143,0.71875,0.615625,128
800_3070,dt_tfidf,0,0.583333333,0.552631579,0.567567568,38
800_3070,dt_tfidf,1,0.815217391,0.833333333,0.824175824,90
800_3070,dt_tfidf,accuracy,0.75,0.75,0.75,0.75
800_3070,dt_tfidf,macro avg,0.699275362,0.692982456,0.695871696,128
800_3070,dt_tfidf,weighted avg,0.746376812,0.75,0.747995248,128
800_3070,svc_tfidf,0,0.8125,0.342105263,0.481481481,38
800_3070,svc_tfidf,1,0.776785714,0.966666667,0.861386139,90
800_3070,svc_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
800_3070,svc_tfidf,macro avg,0.794642857,0.654385965,0.67143381,128
800_3070,svc_tfidf,weighted avg,0.787388393,0.78125,0.748601944,128
800_3070,lsvc_tfidf,0,0.620689655,0.473684211,0.537313433,38
800_3070,lsvc_tfidf,1,0.797979798,0.877777778,0.835978836,90
800_3070,lsvc_tfidf,accuracy,0.7578125,0.7578125,0.7578125,0.7578125
800_3070,lsvc_tfidf,macro avg,0.709334727,0.675730994,0.686646134,128
800_3070,lsvc_tfidf,weighted avg,0.745346787,0.7578125,0.747312544,128
800_3070,sgd_tfidf,0,0.689655172,0.526315789,0.597014925,38
800_3070,sgd_tfidf,1,0.818181818,0.9,0.857142857,90
800_3070,sgd_tfidf,accuracy,0.7890625,0.7890625,0.7890625,0.7890625
800_3070,sgd_tfidf,macro avg,0.753918495,0.713157895,0.727078891,128
800_3070,sgd_tfidf,weighted avg,0.78002547,0.7890625,0.779917377,128
800_3070,knn_tfidf,0,0.517241379,0.394736842,0.447761194,38
800_3070,knn_tfidf,1,0.767676768,0.844444444,0.804232804,90
800_3070,knn_tfidf,accuracy,0.7109375,0.7109375,0.7109375,0.7109375
800_3070,knn_tfidf,macro avg,0.642459073,0.619590643,0.625996999,128
800_3070,knn_tfidf,weighted avg,0.693328762,0.7109375,0.698405295,128
800_3070,lr_w2v,0,0.5,0.157894737,0.24,38
800_3070,lr_w2v,1,0.724137931,0.933333333,0.815533981,90
800_3070,lr_w2v,accuracy,0.703125,0.703125,0.703125,0.703125
800_3070,lr_w2v,macro avg,0.612068966,0.545614035,0.52776699,128
800_3070,lr_w2v,weighted avg,0.657596983,0.703125,0.64467233,128
800_4060,lr_tfidf,0,0.62745098,0.653061224,0.64,49
800_4060,lr_tfidf,1,0.779220779,0.759493671,0.769230769,79
800_4060,lr_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
800_4060,lr_tfidf,macro avg,0.70333588,0.706277448,0.704615385,128
800_4060,lr_tfidf,weighted avg,0.721121403,0.71875,0.719759615,128
800_4060,nb_tfidf,0,0.888888889,0.326530612,0.47761194,49
800_4060,nb_tfidf,1,0.7,0.974683544,0.814814815,79
800_4060,nb_tfidf,accuracy,0.7265625,0.7265625,0.7265625,0.7265625
800_4060,nb_tfidf,macro avg,0.794444444,0.650607078,0.646213378,128
800_4060,nb_tfidf,weighted avg,0.772309028,0.7265625,0.685729339,128
800_4060,rf_tfidf,0,1,0.244897959,0.393442623,49
800_4060,rf_tfidf,1,0.681034483,1,0.81025641,79
800_4060,rf_tfidf,accuracy,0.7109375,0.7109375,0.7109375,0.7109375
800_4060,rf_tfidf,macro avg,0.840517241,0.62244898,0.601849517,128
800_4060,rf_tfidf,weighted avg,0.80313847,0.7109375,0.650694882,128
800_4060,dt_tfidf,0,0.553571429,0.632653061,0.59047619,49
800_4060,dt_tfidf,1,0.75,0.683544304,0.715231788,79
800_4060,dt_tfidf,accuracy,0.6640625,0.6640625,0.6640625,0.6640625
800_4060,dt_tfidf,macro avg,0.651785714,0.658098683,0.652853989,128
800_4060,dt_tfidf,weighted avg,0.674804688,0.6640625,0.667473786,128
800_4060,svc_tfidf,0,0.722222222,0.530612245,0.611764706,49
800_4060,svc_tfidf,1,0.75,0.873417722,0.807017544,79
800_4060,svc_tfidf,accuracy,0.7421875,0.7421875,0.7421875,0.7421875
800_4060,svc_tfidf,macro avg,0.736111111,0.702014983,0.709391125,128
800_4060,svc_tfidf,weighted avg,0.739366319,0.7421875,0.732272317,128
800_4060,lsvc_tfidf,0,0.62745098,0.653061224,0.64,49
800_4060,lsvc_tfidf,1,0.779220779,0.759493671,0.769230769,79
800_4060,lsvc_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
800_4060,lsvc_tfidf,macro avg,0.70333588,0.706277448,0.704615385,128
800_4060,lsvc_tfidf,weighted avg,0.721121403,0.71875,0.719759615,128
800_4060,sgd_tfidf,0,0.617021277,0.591836735,0.604166667,49
800_4060,sgd_tfidf,1,0.75308642,0.772151899,0.7625,79
800_4060,sgd_tfidf,accuracy,0.703125,0.703125,0.703125,0.703125
800_4060,sgd_tfidf,macro avg,0.685053848,0.681994317,0.683333333,128
800_4060,sgd_tfidf,weighted avg,0.700998982,0.703125,0.701888021,128
800_4060,knn_tfidf,0,0.607142857,0.693877551,0.647619048,49
800_4060,knn_tfidf,1,0.791666667,0.721518987,0.754966887,79
800_4060,knn_tfidf,accuracy,0.7109375,0.7109375,0.7109375,0.7109375
800_4060,knn_tfidf,macro avg,0.699404762,0.707698269,0.701292968,128
800_4060,knn_tfidf,weighted avg,0.721028646,0.7109375,0.713872792,128
800_4060,lr_w2v,0,0.510204082,0.510204082,0.510204082,49
800_4060,lr_w2v,1,0.696202532,0.696202532,0.696202532,79
800_4060,lr_w2v,accuracy,0.625,0.625,0.625,0.625
800_4060,lr_w2v,macro avg,0.603203307,0.603203307,0.603203307,128
800_4060,lr_w2v,weighted avg,0.625,0.625,0.625,128
800_5050,lr_tfidf,0,0.726027397,0.736111111,0.731034483,72
800_5050,lr_tfidf,1,0.654545455,0.642857143,0.648648649,56
800_5050,lr_tfidf,accuracy,0.6953125,0.6953125,0.6953125,0.6953125
800_5050,lr_tfidf,macro avg,0.690286426,0.689484127,0.689841566,128
800_5050,lr_tfidf,weighted avg,0.694754047,0.6953125,0.69499068,128
800_5050,nb_tfidf,0,0.685393258,0.847222222,0.757763975,72
800_5050,nb_tfidf,1,0.717948718,0.5,0.589473684,56
800_5050,nb_tfidf,accuracy,0.6953125,0.6953125,0.6953125,0.6953125
800_5050,nb_tfidf,macro avg,0.701670988,0.673611111,0.67361883,128
800_5050,nb_tfidf,weighted avg,0.699636272,0.6953125,0.684136973,128
800_5050,rf_tfidf,0,0.677777778,0.847222222,0.75308642,72
800_5050,rf_tfidf,1,0.710526316,0.482142857,0.574468085,56
800_5050,rf_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
800_5050,rf_tfidf,macro avg,0.694152047,0.66468254,0.663777252,128
800_5050,rf_tfidf,weighted avg,0.692105263,0.6875,0.674940898,128
800_5050,dt_tfidf,0,0.718309859,0.708333333,0.713286713,72
800_5050,dt_tfidf,1,0.631578947,0.642857143,0.637168142,56
800_5050,dt_tfidf,accuracy,0.6796875,0.6796875,0.6796875,0.6796875
800_5050,dt_tfidf,macro avg,0.674944403,0.675595238,0.675227427,128
800_5050,dt_tfidf,weighted avg,0.680365085,0.6796875,0.679984838,128
800_5050,svc_tfidf,0,0.742857143,0.722222222,0.732394366,72
800_5050,svc_tfidf,1,0.655172414,0.678571429,0.666666667,56
800_5050,svc_tfidf,accuracy,0.703125,0.703125,0.703125,0.703125
800_5050,svc_tfidf,macro avg,0.699014778,0.700396825,0.699530516,128
800_5050,svc_tfidf,weighted avg,0.704495074,0.703125,0.703638498,128
800_5050,lsvc_tfidf,0,0.732394366,0.722222222,0.727272727,72
800_5050,lsvc_tfidf,1,0.649122807,0.660714286,0.654867257,56
800_5050,lsvc_tfidf,accuracy,0.6953125,0.6953125,0.6953125,0.6953125
800_5050,lsvc_tfidf,macro avg,0.690758587,0.691468254,0.691069992,128
800_5050,lsvc_tfidf,weighted avg,0.695963059,0.6953125,0.695595334,128
800_5050,sgd_tfidf,0,0.731343284,0.680555556,0.705035971,72
800_5050,sgd_tfidf,1,0.62295082,0.678571429,0.64957265,56
800_5050,sgd_tfidf,accuracy,0.6796875,0.6796875,0.6796875,0.6796875
800_5050,sgd_tfidf,macro avg,0.677147052,0.679563492,0.67730431,128
800_5050,sgd_tfidf,weighted avg,0.683921581,0.6796875,0.680770768,128
800_5050,knn_tfidf,0,0.676923077,0.611111111,0.642335766,72
800_5050,knn_tfidf,1,0.555555556,0.625,0.588235294,56
800_5050,knn_tfidf,accuracy,0.6171875,0.6171875,0.6171875,0.6171875
800_5050,knn_tfidf,macro avg,0.616239316,0.618055556,0.61528553,128
800_5050,knn_tfidf,weighted avg,0.623824786,0.6171875,0.61866681,128
800_5050,lr_w2v,0,0.640449438,0.791666667,0.708074534,72
800_5050,lr_w2v,1,0.615384615,0.428571429,0.505263158,56
800_5050,lr_w2v,accuracy,0.6328125,0.6328125,0.6328125,0.6328125
800_5050,lr_w2v,macro avg,0.627917027,0.610119048,0.606668846,128
800_5050,lr_w2v,weighted avg,0.629483578,0.6328125,0.619344557,128
1000_1090,lr_tfidf,0,0.714285714,0.263157895,0.384615385,19
1000_1090,lr_tfidf,1,0.908496732,0.985815603,0.945578231,141
1000_1090,lr_tfidf,accuracy,0.9,0.9,0.9,0.9
1000_1090,lr_tfidf,macro avg,0.811391223,0.624486749,0.665096808,160
1000_1090,lr_tfidf,weighted avg,0.885434174,0.9,0.878963893,160
1000_1090,nb_tfidf,0,0,0,0,19
1000_1090,nb_tfidf,1,0.88125,1,0.936877076,141
1000_1090,nb_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,nb_tfidf,macro avg,0.440625,0.5,0.468438538,160
1000_1090,nb_tfidf,weighted avg,0.776601563,0.88125,0.825622924,160
1000_1090,rf_tfidf,0,1,0.052631579,0.1,19
1000_1090,rf_tfidf,1,0.886792453,1,0.94,141
1000_1090,rf_tfidf,accuracy,0.8875,0.8875,0.8875,0.8875
1000_1090,rf_tfidf,macro avg,0.943396226,0.526315789,0.52,160
1000_1090,rf_tfidf,weighted avg,0.900235849,0.8875,0.84025,160
1000_1090,dt_tfidf,0,0.409090909,0.473684211,0.43902439,19
1000_1090,dt_tfidf,1,0.927536232,0.907801418,0.917562724,141
1000_1090,dt_tfidf,accuracy,0.85625,0.85625,0.85625,0.85625
1000_1090,dt_tfidf,macro avg,0.66831357,0.690742814,0.678293557,160
1000_1090,dt_tfidf,weighted avg,0.86597085,0.85625,0.860736297,160
1000_1090,svc_tfidf,0,1,0.052631579,0.1,19
1000_1090,svc_tfidf,1,0.886792453,1,0.94,141
1000_1090,svc_tfidf,accuracy,0.8875,0.8875,0.8875,0.8875
1000_1090,svc_tfidf,macro avg,0.943396226,0.526315789,0.52,160
1000_1090,svc_tfidf,weighted avg,0.900235849,0.8875,0.84025,160
1000_1090,lsvc_tfidf,0,0.833333333,0.263157895,0.4,19
1000_1090,lsvc_tfidf,1,0.909090909,0.992907801,0.949152542,141
1000_1090,lsvc_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
1000_1090,lsvc_tfidf,macro avg,0.871212121,0.628032848,0.674576271,160
1000_1090,lsvc_tfidf,weighted avg,0.900094697,0.90625,0.883940678,160
1000_1090,sgd_tfidf,0,0.6,0.473684211,0.529411765,19
1000_1090,sgd_tfidf,1,0.931034483,0.957446809,0.944055944,141
1000_1090,sgd_tfidf,accuracy,0.9,0.9,0.9,0.9
1000_1090,sgd_tfidf,macro avg,0.765517241,0.71556551,0.736733854,160
1000_1090,sgd_tfidf,weighted avg,0.891724138,0.9,0.894816948,160
1000_1090,knn_tfidf,0,0.5,0.368421053,0.424242424,19
1000_1090,knn_tfidf,1,0.917808219,0.95035461,0.933797909,141
1000_1090,knn_tfidf,accuracy,0.88125,0.88125,0.88125,0.88125
1000_1090,knn_tfidf,macro avg,0.70890411,0.659387831,0.679020167,160
1000_1090,knn_tfidf,weighted avg,0.868193493,0.88125,0.873288196,160
1000_1090,lr_w2v,0,0,0,0,19
1000_1090,lr_w2v,1,0.880503145,0.992907801,0.933333333,141
1000_1090,lr_w2v,accuracy,0.875,0.875,0.875,0.875
1000_1090,lr_w2v,macro avg,0.440251572,0.496453901,0.466666667,160
1000_1090,lr_w2v,weighted avg,0.775943396,0.875,0.8225,160
1000_2080,lr_tfidf,0,0.8,0.216216216,0.340425532,37
1000_2080,lr_tfidf,1,0.806666667,0.983739837,0.886446886,123
1000_2080,lr_tfidf,accuracy,0.80625,0.80625,0.80625,0.80625
1000_2080,lr_tfidf,macro avg,0.803333333,0.599978027,0.613436209,160
1000_2080,lr_tfidf,weighted avg,0.805125,0.80625,0.760179448,160
1000_2080,nb_tfidf,0,1,0.081081081,0.15,37
1000_2080,nb_tfidf,1,0.78343949,1,0.878571429,123
1000_2080,nb_tfidf,accuracy,0.7875,0.7875,0.7875,0.7875
1000_2080,nb_tfidf,macro avg,0.891719745,0.540540541,0.514285714,160
