sample size and proportion,classifier,metric,precision,recall,f1-score,support
5000_5050,lr_w2v,0,0.729468599,0.745679012,0.737484737,405
5000_5050,lr_w2v,1,0.733160622,0.716455696,0.724711908,395
5000_5050,lr_w2v,accuracy,0.73125,0.73125,0.73125,0.73125
5000_5050,lr_w2v,macro avg,0.73131461,0.731067354,0.731098323,800
5000_5050,lr_w2v,weighted avg,0.731291535,0.73125,0.731178153,800
5000_595,lr_tfidf,0,0.777777778,0.21875,0.341463415,32
5000_595,lr_tfidf,1,0.968394437,0.997395833,0.982681206,768
5000_595,lr_tfidf,accuracy,0.96625,0.96625,0.96625,0.96625
5000_595,lr_tfidf,macro avg,0.873086108,0.608072917,0.66207231,800
5000_595,lr_tfidf,weighted avg,0.960769771,0.96625,0.957032494,800
5000_595,nb_tfidf,0,0,0,0,32
5000_595,nb_tfidf,1,0.96,1,0.979591837,768
5000_595,nb_tfidf,accuracy,0.96,0.96,0.96,0.96
5000_595,nb_tfidf,macro avg,0.48,0.5,0.489795918,800
5000_595,nb_tfidf,weighted avg,0.9216,0.96,0.940408163,800
5000_595,rf_tfidf,0,1,0.03125,0.060606061,32
5000_595,rf_tfidf,1,0.961201502,1,0.980216975,768
5000_595,rf_tfidf,accuracy,0.96125,0.96125,0.96125,0.96125
5000_595,rf_tfidf,macro avg,0.980600751,0.515625,0.520411518,800
5000_595,rf_tfidf,weighted avg,0.962753442,0.96125,0.943432539,800
5000_595,dt_tfidf,0,0.302325581,0.40625,0.346666667,32
5000_595,dt_tfidf,1,0.974900925,0.9609375,0.967868852,768
5000_595,dt_tfidf,accuracy,0.93875,0.93875,0.93875,0.93875
5000_595,dt_tfidf,macro avg,0.638613253,0.68359375,0.65726776,800
5000_595,dt_tfidf,weighted avg,0.947997911,0.93875,0.943020765,800
5000_595,svc_tfidf,0,1,0.21875,0.358974359,32
5000_595,svc_tfidf,1,0.968474149,1,0.983984625,768
5000_595,svc_tfidf,accuracy,0.96875,0.96875,0.96875,0.96875
5000_595,svc_tfidf,macro avg,0.984237074,0.609375,0.671479492,800
5000_595,svc_tfidf,weighted avg,0.969735183,0.96875,0.958984215,800
5000_595,lsvc_tfidf,0,0.692307692,0.28125,0.4,32
5000_595,lsvc_tfidf,1,0.970775095,0.994791667,0.982636656,768
5000_595,lsvc_tfidf,accuracy,0.96625,0.96625,0.96625,0.96625
5000_595,lsvc_tfidf,macro avg,0.831541394,0.638020833,0.691318328,800
5000_595,lsvc_tfidf,weighted avg,0.959636399,0.96625,0.95933119,800
5000_595,sgd_tfidf,0,0.307692308,0.25,0.275862069,32
5000_595,sgd_tfidf,1,0.968992248,0.9765625,0.972762646,768
5000_595,sgd_tfidf,accuracy,0.9475,0.9475,0.9475,0.9475
5000_595,sgd_tfidf,macro avg,0.638342278,0.61328125,0.624312357,800
5000_595,sgd_tfidf,weighted avg,0.94254025,0.9475,0.944886623,800
5000_595,knn_tfidf,0,0.5,0.375,0.428571429,32
5000_595,knn_tfidf,1,0.974226804,0.984375,0.979274611,768
5000_595,knn_tfidf,accuracy,0.96,0.96,0.96,0.96
5000_595,knn_tfidf,macro avg,0.737113402,0.6796875,0.70392302,800
5000_595,knn_tfidf,weighted avg,0.955257732,0.96,0.957246484,800
5000_595,lr_w2v,0,0.666666667,0.0625,0.114285714,32
5000_595,lr_w2v,1,0.962358846,0.998697917,0.980191693,768
5000_595,lr_w2v,accuracy,0.96125,0.96125,0.96125,0.96125
5000_595,lr_w2v,macro avg,0.814512756,0.530598958,0.547238704,800
5000_595,lr_w2v,weighted avg,0.950531159,0.96125,0.945555454,800
5000_199,lr_tfidf,0,0,0,0,10
5000_199,lr_tfidf,1,0.9875,1,0.993710692,790
5000_199,lr_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
5000_199,lr_tfidf,macro avg,0.49375,0.5,0.496855346,800
5000_199,lr_tfidf,weighted avg,0.97515625,0.9875,0.981289308,800
5000_199,nb_tfidf,0,0,0,0,10
5000_199,nb_tfidf,1,0.9875,1,0.993710692,790
5000_199,nb_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
5000_199,nb_tfidf,macro avg,0.49375,0.5,0.496855346,800
5000_199,nb_tfidf,weighted avg,0.97515625,0.9875,0.981289308,800
5000_199,rf_tfidf,0,0,0,0,10
5000_199,rf_tfidf,1,0.9875,1,0.993710692,790
5000_199,rf_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
5000_199,rf_tfidf,macro avg,0.49375,0.5,0.496855346,800
5000_199,rf_tfidf,weighted avg,0.97515625,0.9875,0.981289308,800
5000_199,dt_tfidf,0,0.428571429,0.3,0.352941176,10
5000_199,dt_tfidf,1,0.991172762,0.994936709,0.993051169,790
5000_199,dt_tfidf,accuracy,0.98625,0.98625,0.98625,0.98625
5000_199,dt_tfidf,macro avg,0.709872095,0.647468354,0.672996173,800
5000_199,dt_tfidf,weighted avg,0.984140245,0.98625,0.985049794,800
5000_199,svc_tfidf,0,0,0,0,10
5000_199,svc_tfidf,1,0.9875,1,0.993710692,790
5000_199,svc_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
5000_199,svc_tfidf,macro avg,0.49375,0.5,0.496855346,800
5000_199,svc_tfidf,weighted avg,0.97515625,0.9875,0.981289308,800
5000_199,lsvc_tfidf,0,1,0.1,0.181818182,10
5000_199,lsvc_tfidf,1,0.98873592,1,0.99433606,790
5000_199,lsvc_tfidf,accuracy,0.98875,0.98875,0.98875,0.98875
5000_199,lsvc_tfidf,macro avg,0.99436796,0.55,0.588077121,800
5000_199,lsvc_tfidf,weighted avg,0.988876721,0.98875,0.984179587,800
5000_199,sgd_tfidf,0,1,0.1,0.181818182,10
5000_199,sgd_tfidf,1,0.98873592,1,0.99433606,790
5000_199,sgd_tfidf,accuracy,0.98875,0.98875,0.98875,0.98875
5000_199,sgd_tfidf,macro avg,0.99436796,0.55,0.588077121,800
5000_199,sgd_tfidf,weighted avg,0.988876721,0.98875,0.984179587,800
5000_199,knn_tfidf,0,0,0,0,10
5000_199,knn_tfidf,1,0.9875,1,0.993710692,790
5000_199,knn_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
5000_199,knn_tfidf,macro avg,0.49375,0.5,0.496855346,800
5000_199,knn_tfidf,weighted avg,0.97515625,0.9875,0.981289308,800
5000_199,lr_w2v,0,0,0,0,10
5000_199,lr_w2v,1,0.987484355,0.998734177,0.993077407,790
5000_199,lr_w2v,accuracy,0.98625,0.98625,0.98625,0.98625
5000_199,lr_w2v,macro avg,0.493742178,0.499367089,0.496538704,800
5000_199,lr_w2v,weighted avg,0.975140801,0.98625,0.98066394,800
4000_595,lr_tfidf,0,1,0.105263158,0.19047619,38
4000_595,lr_tfidf,1,0.946540881,1,0.972536349,602
4000_595,lr_tfidf,accuracy,0.946875,0.946875,0.946875,0.946875
4000_595,lr_tfidf,macro avg,0.97327044,0.552631579,0.58150627,640
4000_595,lr_tfidf,weighted avg,0.949715016,0.946875,0.926101527,640
4000_595,nb_tfidf,0,0,0,0,38
4000_595,nb_tfidf,1,0.940625,1,0.969404187,602
4000_595,nb_tfidf,accuracy,0.940625,0.940625,0.940625,0.940625
4000_595,nb_tfidf,macro avg,0.4703125,0.5,0.484702093,640
4000_595,nb_tfidf,weighted avg,0.884775391,0.940625,0.911845813,640
4000_595,rf_tfidf,0,0,0,0,38
4000_595,rf_tfidf,1,0.940625,1,0.969404187,602
4000_595,rf_tfidf,accuracy,0.940625,0.940625,0.940625,0.940625
4000_595,rf_tfidf,macro avg,0.4703125,0.5,0.484702093,640
4000_595,rf_tfidf,weighted avg,0.884775391,0.940625,0.911845813,640
4000_595,dt_tfidf,0,0.4,0.315789474,0.352941176,38
4000_595,dt_tfidf,1,0.957377049,0.970099668,0.96369637,602
4000_595,dt_tfidf,accuracy,0.93125,0.93125,0.93125,0.93125
4000_595,dt_tfidf,macro avg,0.678688525,0.642944571,0.658318773,640
4000_595,dt_tfidf,weighted avg,0.924282787,0.93125,0.92743278,640
4000_595,svc_tfidf,0,1,0.052631579,0.1,38
4000_595,svc_tfidf,1,0.943573668,1,0.970967742,602
4000_595,svc_tfidf,accuracy,0.94375,0.94375,0.94375,0.94375
4000_595,svc_tfidf,macro avg,0.971786834,0.526315789,0.535483871,640
4000_595,svc_tfidf,weighted avg,0.946923981,0.94375,0.919254032,640
4000_595,lsvc_tfidf,0,1,0.157894737,0.272727273,38
4000_595,lsvc_tfidf,1,0.949526814,1,0.974110032,602
4000_595,lsvc_tfidf,accuracy,0.95,0.95,0.95,0.95
4000_595,lsvc_tfidf,macro avg,0.974763407,0.578947368,0.623418653,640
4000_595,lsvc_tfidf,weighted avg,0.952523659,0.95,0.932465431,640
4000_595,sgd_tfidf,0,0.266666667,0.105263158,0.150943396,38
4000_595,sgd_tfidf,1,0.9456,0.981727575,0.963325183,602
4000_595,sgd_tfidf,accuracy,0.9296875,0.9296875,0.9296875,0.9296875
4000_595,sgd_tfidf,macro avg,0.606133333,0.543495366,0.55713429,640
4000_595,sgd_tfidf,weighted avg,0.905288333,0.9296875,0.915090015,640
4000_595,knn_tfidf,0,0.476190476,0.263157895,0.338983051,38
4000_595,knn_tfidf,1,0.954765751,0.981727575,0.968058968,602
4000_595,knn_tfidf,accuracy,0.9390625,0.9390625,0.9390625,0.9390625
4000_595,knn_tfidf,macro avg,0.715478114,0.622442735,0.653521009,640
4000_595,knn_tfidf,weighted avg,0.926350344,0.9390625,0.930707585,640
4000_595,lr_w2v,0,0,0,0,38
4000_595,lr_w2v,1,0.940625,1,0.969404187,602
4000_595,lr_w2v,accuracy,0.940625,0.940625,0.940625,0.940625
4000_595,lr_w2v,macro avg,0.4703125,0.5,0.484702093,640
4000_595,lr_w2v,weighted avg,0.884775391,0.940625,0.911845813,640
4000_199,lr_tfidf,0,0,0,0,4
4000_199,lr_tfidf,1,0.99375,1,0.996865204,636
4000_199,lr_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,lr_tfidf,macro avg,0.496875,0.5,0.498432602,640
4000_199,lr_tfidf,weighted avg,0.987539063,0.99375,0.990634796,640
4000_199,nb_tfidf,0,0,0,0,4
4000_199,nb_tfidf,1,0.99375,1,0.996865204,636
4000_199,nb_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,nb_tfidf,macro avg,0.496875,0.5,0.498432602,640
4000_199,nb_tfidf,weighted avg,0.987539063,0.99375,0.990634796,640
4000_199,rf_tfidf,0,0,0,0,4
4000_199,rf_tfidf,1,0.99375,1,0.996865204,636
4000_199,rf_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,rf_tfidf,macro avg,0.496875,0.5,0.498432602,640
4000_199,rf_tfidf,weighted avg,0.987539063,0.99375,0.990634796,640
4000_199,dt_tfidf,0,0,0,0,4
4000_199,dt_tfidf,1,0.993700787,0.992138365,0.992918961,636
4000_199,dt_tfidf,accuracy,0.9859375,0.9859375,0.9859375,0.9859375
4000_199,dt_tfidf,macro avg,0.496850394,0.496069182,0.496459481,640
4000_199,dt_tfidf,weighted avg,0.987490157,0.9859375,0.986713218,640
4000_199,svc_tfidf,0,0,0,0,4
4000_199,svc_tfidf,1,0.99375,1,0.996865204,636
4000_199,svc_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,svc_tfidf,macro avg,0.496875,0.5,0.498432602,640
4000_199,svc_tfidf,weighted avg,0.987539063,0.99375,0.990634796,640
4000_199,lsvc_tfidf,0,0,0,0,4
4000_199,lsvc_tfidf,1,0.99375,1,0.996865204,636
4000_199,lsvc_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,lsvc_tfidf,macro avg,0.496875,0.5,0.498432602,640
4000_199,lsvc_tfidf,weighted avg,0.987539063,0.99375,0.990634796,640
4000_199,sgd_tfidf,0,0,0,0,4
4000_199,sgd_tfidf,1,0.993730408,0.996855346,0.995290424,636
4000_199,sgd_tfidf,accuracy,0.990625,0.990625,0.990625,0.990625
4000_199,sgd_tfidf,macro avg,0.496865204,0.498427673,0.497645212,640
4000_199,sgd_tfidf,weighted avg,0.987519592,0.990625,0.989069859,640
4000_199,knn_tfidf,0,0,0,0,4
4000_199,knn_tfidf,1,0.993740219,0.998427673,0.996078431,636
4000_199,knn_tfidf,accuracy,0.9921875,0.9921875,0.9921875,0.9921875
4000_199,knn_tfidf,macro avg,0.49687011,0.499213836,0.498039216,640
4000_199,knn_tfidf,weighted avg,0.987529343,0.9921875,0.989852941,640
4000_199,lr_w2v,0,0,0,0,4
4000_199,lr_w2v,1,0.99375,1,0.996865204,636
4000_199,lr_w2v,accuracy,0.99375,0.99375,0.99375,0.99375
4000_199,lr_w2v,macro avg,0.496875,0.5,0.498432602,640
4000_199,lr_w2v,weighted avg,0.987539063,0.99375,0.990634796,640
3000_595,lr_tfidf,0,1,0.076923077,0.142857143,26
3000_595,lr_tfidf,1,0.949790795,1,0.974248927,454
3000_595,lr_tfidf,accuracy,0.95,0.95,0.95,0.95
3000_595,lr_tfidf,macro avg,0.974895397,0.538461538,0.558553035,480
3000_595,lr_tfidf,weighted avg,0.95251046,0.95,0.929215205,480
3000_595,nb_tfidf,0,0,0,0,26
3000_595,nb_tfidf,1,0.945833333,1,0.972162741,454
3000_595,nb_tfidf,accuracy,0.945833333,0.945833333,0.945833333,0.945833333
3000_595,nb_tfidf,macro avg,0.472916667,0.5,0.48608137,480
3000_595,nb_tfidf,weighted avg,0.894600694,0.945833333,0.919503926,480
3000_595,rf_tfidf,0,1,0.038461538,0.074074074,26
3000_595,rf_tfidf,1,0.947807933,1,0.973204716,454
3000_595,rf_tfidf,accuracy,0.947916667,0.947916667,0.947916667,0.947916667
3000_595,rf_tfidf,macro avg,0.973903967,0.519230769,0.523639395,480
3000_595,rf_tfidf,weighted avg,0.950635003,0.947916667,0.924501806,480
3000_595,dt_tfidf,0,0.392857143,0.423076923,0.407407407,26
3000_595,dt_tfidf,1,0.966814159,0.962555066,0.964679912,454
3000_595,dt_tfidf,accuracy,0.933333333,0.933333333,0.933333333,0.933333333
3000_595,dt_tfidf,macro avg,0.679835651,0.692815995,0.68604366,480
3000_595,dt_tfidf,weighted avg,0.935724821,0.933333333,0.934494318,480
3000_595,svc_tfidf,0,1,0.076923077,0.142857143,26
3000_595,svc_tfidf,1,0.949790795,1,0.974248927,454
3000_595,svc_tfidf,accuracy,0.95,0.95,0.95,0.95
3000_595,svc_tfidf,macro avg,0.974895397,0.538461538,0.558553035,480
3000_595,svc_tfidf,weighted avg,0.95251046,0.95,0.929215205,480
3000_595,lsvc_tfidf,0,1,0.153846154,0.266666667,26
3000_595,lsvc_tfidf,1,0.953781513,1,0.976344086,454
3000_595,lsvc_tfidf,accuracy,0.954166667,0.954166667,0.954166667,0.954166667
3000_595,lsvc_tfidf,macro avg,0.976890756,0.576923077,0.621505376,480
3000_595,lsvc_tfidf,weighted avg,0.956285014,0.954166667,0.937903226,480
3000_595,sgd_tfidf,0,0.428571429,0.115384615,0.181818182,26
3000_595,sgd_tfidf,1,0.951374207,0.991189427,0.970873786,454
3000_595,sgd_tfidf,accuracy,0.94375,0.94375,0.94375,0.94375
3000_595,sgd_tfidf,macro avg,0.689972818,0.553287021,0.576345984,480
3000_595,sgd_tfidf,weighted avg,0.923055723,0.94375,0.928133274,480
3000_595,knn_tfidf,0,0.777777778,0.269230769,0.4,26
3000_595,knn_tfidf,1,0.959660297,0.995594714,0.977297297,454
3000_595,knn_tfidf,accuracy,0.95625,0.95625,0.95625,0.95625
3000_595,knn_tfidf,macro avg,0.868719038,0.632412741,0.688648649,480
3000_595,knn_tfidf,weighted avg,0.949808327,0.95625,0.946027027,480
3000_595,lr_w2v,0,1,0.038461538,0.074074074,26
3000_595,lr_w2v,1,0.947807933,1,0.973204716,454
3000_595,lr_w2v,accuracy,0.947916667,0.947916667,0.947916667,0.947916667
3000_595,lr_w2v,macro avg,0.973903967,0.519230769,0.523639395,480
3000_595,lr_w2v,weighted avg,0.950635003,0.947916667,0.924501806,480
3000_199,lr_tfidf,0,0,0,0,6
3000_199,lr_tfidf,1,0.9875,1,0.993710692,474
3000_199,lr_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,lr_tfidf,macro avg,0.49375,0.5,0.496855346,480
3000_199,lr_tfidf,weighted avg,0.97515625,0.9875,0.981289308,480
3000_199,nb_tfidf,0,0,0,0,6
3000_199,nb_tfidf,1,0.9875,1,0.993710692,474
3000_199,nb_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,nb_tfidf,macro avg,0.49375,0.5,0.496855346,480
3000_199,nb_tfidf,weighted avg,0.97515625,0.9875,0.981289308,480
3000_199,rf_tfidf,0,0,0,0,6
3000_199,rf_tfidf,1,0.9875,1,0.993710692,474
3000_199,rf_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,rf_tfidf,macro avg,0.49375,0.5,0.496855346,480
3000_199,rf_tfidf,weighted avg,0.97515625,0.9875,0.981289308,480
3000_199,dt_tfidf,0,0,0,0,6
3000_199,dt_tfidf,1,0.987421384,0.993670886,0.990536278,474
3000_199,dt_tfidf,accuracy,0.98125,0.98125,0.98125,0.98125
3000_199,dt_tfidf,macro avg,0.493710692,0.496835443,0.495268139,480
3000_199,dt_tfidf,weighted avg,0.975078616,0.98125,0.978154574,480
3000_199,svc_tfidf,0,0,0,0,6
3000_199,svc_tfidf,1,0.9875,1,0.993710692,474
3000_199,svc_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,svc_tfidf,macro avg,0.49375,0.5,0.496855346,480
3000_199,svc_tfidf,weighted avg,0.97515625,0.9875,0.981289308,480
3000_199,lsvc_tfidf,0,0,0,0,6
3000_199,lsvc_tfidf,1,0.9875,1,0.993710692,474
3000_199,lsvc_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,lsvc_tfidf,macro avg,0.49375,0.5,0.496855346,480
3000_199,lsvc_tfidf,weighted avg,0.97515625,0.9875,0.981289308,480
3000_199,sgd_tfidf,0,0,0,0,6
3000_199,sgd_tfidf,1,0.987473904,0.997890295,0.992654774,474
3000_199,sgd_tfidf,accuracy,0.985416667,0.985416667,0.985416667,0.985416667
3000_199,sgd_tfidf,macro avg,0.493736952,0.498945148,0.496327387,480
3000_199,sgd_tfidf,weighted avg,0.97513048,0.985416667,0.98024659,480
3000_199,knn_tfidf,0,0,0,0,6
3000_199,knn_tfidf,1,0.987473904,0.997890295,0.992654774,474
3000_199,knn_tfidf,accuracy,0.985416667,0.985416667,0.985416667,0.985416667
3000_199,knn_tfidf,macro avg,0.493736952,0.498945148,0.496327387,480
3000_199,knn_tfidf,weighted avg,0.97513048,0.985416667,0.98024659,480
3000_199,lr_w2v,0,0,0,0,6
3000_199,lr_w2v,1,0.9875,1,0.993710692,474
3000_199,lr_w2v,accuracy,0.9875,0.9875,0.9875,0.9875
3000_199,lr_w2v,macro avg,0.49375,0.5,0.496855346,480
3000_199,lr_w2v,weighted avg,0.97515625,0.9875,0.981289308,480
2000_595,lr_tfidf,0,0,0,0,16
2000_595,lr_tfidf,1,0.95,1,0.974358974,304
2000_595,lr_tfidf,accuracy,0.95,0.95,0.95,0.95
2000_595,lr_tfidf,macro avg,0.475,0.5,0.487179487,320
2000_595,lr_tfidf,weighted avg,0.9025,0.95,0.925641026,320
2000_595,nb_tfidf,0,0,0,0,16
2000_595,nb_tfidf,1,0.95,1,0.974358974,304
2000_595,nb_tfidf,accuracy,0.95,0.95,0.95,0.95
2000_595,nb_tfidf,macro avg,0.475,0.5,0.487179487,320
2000_595,nb_tfidf,weighted avg,0.9025,0.95,0.925641026,320
2000_595,rf_tfidf,0,0,0,0,16
2000_595,rf_tfidf,1,0.95,1,0.974358974,304
2000_595,rf_tfidf,accuracy,0.95,0.95,0.95,0.95
2000_595,rf_tfidf,macro avg,0.475,0.5,0.487179487,320
2000_595,rf_tfidf,weighted avg,0.9025,0.95,0.925641026,320
2000_595,dt_tfidf,0,0.083333333,0.0625,0.071428571,16
2000_595,dt_tfidf,1,0.951298701,0.963815789,0.95751634,304
2000_595,dt_tfidf,accuracy,0.91875,0.91875,0.91875,0.91875
2000_595,dt_tfidf,macro avg,0.517316017,0.513157895,0.514472456,320
2000_595,dt_tfidf,weighted avg,0.907900433,0.91875,0.913211951,320
2000_595,svc_tfidf,0,0,0,0,16
2000_595,svc_tfidf,1,0.95,1,0.974358974,304
2000_595,svc_tfidf,accuracy,0.95,0.95,0.95,0.95
2000_595,svc_tfidf,macro avg,0.475,0.5,0.487179487,320
2000_595,svc_tfidf,weighted avg,0.9025,0.95,0.925641026,320
2000_595,lsvc_tfidf,0,1,0.0625,0.117647059,16
2000_595,lsvc_tfidf,1,0.952978056,1,0.975922953,304
2000_595,lsvc_tfidf,accuracy,0.953125,0.953125,0.953125,0.953125
2000_595,lsvc_tfidf,macro avg,0.976489028,0.53125,0.546785006,320
2000_595,lsvc_tfidf,weighted avg,0.955329154,0.953125,0.933009159,320
2000_595,sgd_tfidf,0,0,0,0,16
2000_595,sgd_tfidf,1,0.949367089,0.986842105,0.967741935,304
2000_595,sgd_tfidf,accuracy,0.9375,0.9375,0.9375,0.9375
2000_595,sgd_tfidf,macro avg,0.474683544,0.493421053,0.483870968,320
2000_595,sgd_tfidf,weighted avg,0.901898734,0.9375,0.919354839,320
2000_595,knn_tfidf,0,0.333333333,0.125,0.181818182,16
2000_595,knn_tfidf,1,0.955414013,0.986842105,0.970873786,304
2000_595,knn_tfidf,accuracy,0.94375,0.94375,0.94375,0.94375
2000_595,knn_tfidf,macro avg,0.644373673,0.555921053,0.576345984,320
2000_595,knn_tfidf,weighted avg,0.924309979,0.94375,0.931421006,320
2000_595,lr_w2v,0,0,0,0,16
2000_595,lr_w2v,1,0.95,1,0.974358974,304
2000_595,lr_w2v,accuracy,0.95,0.95,0.95,0.95
2000_595,lr_w2v,macro avg,0.475,0.5,0.487179487,320
2000_595,lr_w2v,weighted avg,0.9025,0.95,0.925641026,320
2000_199,lr_tfidf,0,0,0,0,2
2000_199,lr_tfidf,1,0.99375,1,0.996865204,318
2000_199,lr_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,lr_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,lr_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,nb_tfidf,0,0,0,0,2
2000_199,nb_tfidf,1,0.99375,1,0.996865204,318
2000_199,nb_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,nb_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,nb_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,rf_tfidf,0,0,0,0,2
2000_199,rf_tfidf,1,0.99375,1,0.996865204,318
2000_199,rf_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,rf_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,rf_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,dt_tfidf,0,0,0,0,2
2000_199,dt_tfidf,1,0.993710692,0.993710692,0.993710692,318
2000_199,dt_tfidf,accuracy,0.9875,0.9875,0.9875,0.9875
2000_199,dt_tfidf,macro avg,0.496855346,0.496855346,0.496855346,320
2000_199,dt_tfidf,weighted avg,0.9875,0.9875,0.9875,320
2000_199,svc_tfidf,0,0,0,0,2
2000_199,svc_tfidf,1,0.99375,1,0.996865204,318
2000_199,svc_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,svc_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,svc_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,lsvc_tfidf,0,0,0,0,2
2000_199,lsvc_tfidf,1,0.99375,1,0.996865204,318
2000_199,lsvc_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,lsvc_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,lsvc_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,sgd_tfidf,0,0,0,0,2
2000_199,sgd_tfidf,1,0.993730408,0.996855346,0.995290424,318
2000_199,sgd_tfidf,accuracy,0.990625,0.990625,0.990625,0.990625
2000_199,sgd_tfidf,macro avg,0.496865204,0.498427673,0.497645212,320
2000_199,sgd_tfidf,weighted avg,0.987519592,0.990625,0.989069859,320
2000_199,knn_tfidf,0,0,0,0,2
2000_199,knn_tfidf,1,0.99375,1,0.996865204,318
2000_199,knn_tfidf,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,knn_tfidf,macro avg,0.496875,0.5,0.498432602,320
2000_199,knn_tfidf,weighted avg,0.987539063,0.99375,0.990634796,320
2000_199,lr_w2v,0,0,0,0,2
2000_199,lr_w2v,1,0.99375,1,0.996865204,318
2000_199,lr_w2v,accuracy,0.99375,0.99375,0.99375,0.99375
2000_199,lr_w2v,macro avg,0.496875,0.5,0.498432602,320
2000_199,lr_w2v,weighted avg,0.987539063,0.99375,0.990634796,320
1000_595,lr_tfidf,0,0,0,0,4
1000_595,lr_tfidf,1,0.975,1,0.987341772,156
1000_595,lr_tfidf,accuracy,0.975,0.975,0.975,0.975
1000_595,lr_tfidf,macro avg,0.4875,0.5,0.493670886,160
1000_595,lr_tfidf,weighted avg,0.950625,0.975,0.962658228,160
1000_595,nb_tfidf,0,0,0,0,4
1000_595,nb_tfidf,1,0.975,1,0.987341772,156
1000_595,nb_tfidf,accuracy,0.975,0.975,0.975,0.975
1000_595,nb_tfidf,macro avg,0.4875,0.5,0.493670886,160
1000_595,nb_tfidf,weighted avg,0.950625,0.975,0.962658228,160
1000_595,rf_tfidf,0,0,0,0,4
1000_595,rf_tfidf,1,0.975,1,0.987341772,156
1000_595,rf_tfidf,accuracy,0.975,0.975,0.975,0.975
1000_595,rf_tfidf,macro avg,0.4875,0.5,0.493670886,160
1000_595,rf_tfidf,weighted avg,0.950625,0.975,0.962658228,160
1000_595,dt_tfidf,0,0.142857143,0.25,0.181818182,4
1000_595,dt_tfidf,1,0.980392157,0.961538462,0.970873786,156
1000_595,dt_tfidf,accuracy,0.94375,0.94375,0.94375,0.94375
1000_595,dt_tfidf,macro avg,0.56162465,0.605769231,0.576345984,160
1000_595,dt_tfidf,weighted avg,0.959453782,0.94375,0.951147396,160
1000_595,svc_tfidf,0,0,0,0,4
1000_595,svc_tfidf,1,0.975,1,0.987341772,156
1000_595,svc_tfidf,accuracy,0.975,0.975,0.975,0.975
1000_595,svc_tfidf,macro avg,0.4875,0.5,0.493670886,160
1000_595,svc_tfidf,weighted avg,0.950625,0.975,0.962658228,160
1000_595,lsvc_tfidf,0,0,0,0,4
1000_595,lsvc_tfidf,1,0.975,1,0.987341772,156
1000_595,lsvc_tfidf,accuracy,0.975,0.975,0.975,0.975
1000_595,lsvc_tfidf,macro avg,0.4875,0.5,0.493670886,160
1000_595,lsvc_tfidf,weighted avg,0.950625,0.975,0.962658228,160
1000_595,sgd_tfidf,0,0,0,0,4
1000_595,sgd_tfidf,1,0.974522293,0.980769231,0.977635783,156
1000_595,sgd_tfidf,accuracy,0.95625,0.95625,0.95625,0.95625
1000_595,sgd_tfidf,macro avg,0.487261146,0.490384615,0.488817891,160
1000_595,sgd_tfidf,weighted avg,0.950159236,0.95625,0.953194888,160
1000_595,knn_tfidf,0,0,0,0,4
1000_595,knn_tfidf,1,0.974522293,0.980769231,0.977635783,156
1000_595,knn_tfidf,accuracy,0.95625,0.95625,0.95625,0.95625
1000_595,knn_tfidf,macro avg,0.487261146,0.490384615,0.488817891,160
1000_595,knn_tfidf,weighted avg,0.950159236,0.95625,0.953194888,160
1000_595,lr_w2v,0,0,0,0,4
1000_595,lr_w2v,1,0.975,1,0.987341772,156
1000_595,lr_w2v,accuracy,0.975,0.975,0.975,0.975
