sample size and proportion,classifier,metric,precision,recall,f1-score,support
400_4060,knn_tfidf,weighted avg,0.575554187,0.5625,0.566879379,64
400_4060,lr_w2v,0,0.428571429,0.24,0.307692308,25
400_4060,lr_w2v,1,0.62,0.794871795,0.696629213,39
400_4060,lr_w2v,accuracy,0.578125,0.578125,0.578125,0.578125
400_4060,lr_w2v,macro avg,0.524285714,0.517435897,0.502160761,64
400_4060,lr_w2v,weighted avg,0.545223214,0.578125,0.544700735,64
400_5050,lr_tfidf,0,0.571428571,0.413793103,0.48,29
400_5050,lr_tfidf,1,0.604651163,0.742857143,0.666666667,35
400_5050,lr_tfidf,accuracy,0.59375,0.59375,0.59375,0.59375
400_5050,lr_tfidf,macro avg,0.588039867,0.578325123,0.573333333,64
400_5050,lr_tfidf,weighted avg,0.589597176,0.59375,0.582083333,64
400_5050,nb_tfidf,0,0.666666667,0.482758621,0.56,29
400_5050,nb_tfidf,1,0.651162791,0.8,0.717948718,35
400_5050,nb_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
400_5050,nb_tfidf,macro avg,0.658914729,0.64137931,0.638974359,64
400_5050,nb_tfidf,weighted avg,0.658187984,0.65625,0.646378205,64
400_5050,rf_tfidf,0,0.785714286,0.379310345,0.511627907,29
400_5050,rf_tfidf,1,0.64,0.914285714,0.752941176,35
400_5050,rf_tfidf,accuracy,0.671875,0.671875,0.671875,0.671875
400_5050,rf_tfidf,macro avg,0.712857143,0.64679803,0.632284542,64
400_5050,rf_tfidf,weighted avg,0.706026786,0.671875,0.643596101,64
400_5050,dt_tfidf,0,0.44,0.379310345,0.407407407,29
400_5050,dt_tfidf,1,0.538461538,0.6,0.567567568,35
400_5050,dt_tfidf,accuracy,0.5,0.5,0.5,0.5
400_5050,dt_tfidf,macro avg,0.489230769,0.489655172,0.487487487,64
400_5050,dt_tfidf,weighted avg,0.493846154,0.5,0.494994995,64
400_5050,svc_tfidf,0,0.666666667,0.482758621,0.56,29
400_5050,svc_tfidf,1,0.651162791,0.8,0.717948718,35
400_5050,svc_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
400_5050,svc_tfidf,macro avg,0.658914729,0.64137931,0.638974359,64
400_5050,svc_tfidf,weighted avg,0.658187984,0.65625,0.646378205,64
400_5050,lsvc_tfidf,0,0.571428571,0.413793103,0.48,29
400_5050,lsvc_tfidf,1,0.604651163,0.742857143,0.666666667,35
400_5050,lsvc_tfidf,accuracy,0.59375,0.59375,0.59375,0.59375
400_5050,lsvc_tfidf,macro avg,0.588039867,0.578325123,0.573333333,64
400_5050,lsvc_tfidf,weighted avg,0.589597176,0.59375,0.582083333,64
400_5050,sgd_tfidf,0,0.608695652,0.482758621,0.538461538,29
400_5050,sgd_tfidf,1,0.634146341,0.742857143,0.684210526,35
400_5050,sgd_tfidf,accuracy,0.625,0.625,0.625,0.625
400_5050,sgd_tfidf,macro avg,0.621420997,0.612807882,0.611336032,64
400_5050,sgd_tfidf,weighted avg,0.622613998,0.625,0.618168016,64
400_5050,knn_tfidf,0,0.64,0.551724138,0.592592593,29
400_5050,knn_tfidf,1,0.666666667,0.742857143,0.702702703,35
400_5050,knn_tfidf,accuracy,0.65625,0.65625,0.65625,0.65625
400_5050,knn_tfidf,macro avg,0.653333333,0.64729064,0.647647648,64
400_5050,knn_tfidf,weighted avg,0.654583333,0.65625,0.652809059,64
400_5050,lr_w2v,0,0.5,0.310344828,0.382978723,29
400_5050,lr_w2v,1,0.565217391,0.742857143,0.641975309,35
400_5050,lr_w2v,accuracy,0.546875,0.546875,0.546875,0.546875
400_5050,lr_w2v,macro avg,0.532608696,0.526600985,0.512477016,64
400_5050,lr_w2v,weighted avg,0.535665761,0.546875,0.524617481,64
500_1090,lr_tfidf,0,1,0.166666667,0.285714286,6
500_1090,lr_tfidf,1,0.936708861,1,0.967320261,74
500_1090,lr_tfidf,accuracy,0.9375,0.9375,0.9375,0.9375
500_1090,lr_tfidf,macro avg,0.96835443,0.583333333,0.626517274,80
500_1090,lr_tfidf,weighted avg,0.941455696,0.9375,0.916199813,80
500_1090,nb_tfidf,0,0,0,0,6
500_1090,nb_tfidf,1,0.925,1,0.961038961,74
500_1090,nb_tfidf,accuracy,0.925,0.925,0.925,0.925
500_1090,nb_tfidf,macro avg,0.4625,0.5,0.480519481,80
500_1090,nb_tfidf,weighted avg,0.855625,0.925,0.888961039,80
500_1090,rf_tfidf,0,0,0,0,6
500_1090,rf_tfidf,1,0.925,1,0.961038961,74
500_1090,rf_tfidf,accuracy,0.925,0.925,0.925,0.925
500_1090,rf_tfidf,macro avg,0.4625,0.5,0.480519481,80
500_1090,rf_tfidf,weighted avg,0.855625,0.925,0.888961039,80
500_1090,dt_tfidf,0,0.083333333,0.166666667,0.111111111,6
500_1090,dt_tfidf,1,0.926470588,0.851351351,0.887323944,74
500_1090,dt_tfidf,accuracy,0.8,0.8,0.8,0.8
500_1090,dt_tfidf,macro avg,0.504901961,0.509009009,0.499217527,80
500_1090,dt_tfidf,weighted avg,0.863235294,0.8,0.829107981,80
500_1090,svc_tfidf,0,0,0,0,6
500_1090,svc_tfidf,1,0.925,1,0.961038961,74
500_1090,svc_tfidf,accuracy,0.925,0.925,0.925,0.925
500_1090,svc_tfidf,macro avg,0.4625,0.5,0.480519481,80
500_1090,svc_tfidf,weighted avg,0.855625,0.925,0.888961039,80
500_1090,lsvc_tfidf,0,1,0.166666667,0.285714286,6
500_1090,lsvc_tfidf,1,0.936708861,1,0.967320261,74
500_1090,lsvc_tfidf,accuracy,0.9375,0.9375,0.9375,0.9375
500_1090,lsvc_tfidf,macro avg,0.96835443,0.583333333,0.626517274,80
500_1090,lsvc_tfidf,weighted avg,0.941455696,0.9375,0.916199813,80
500_1090,sgd_tfidf,0,0,0,0,6
500_1090,sgd_tfidf,1,0.921052632,0.945945946,0.933333333,74
500_1090,sgd_tfidf,accuracy,0.875,0.875,0.875,0.875
500_1090,sgd_tfidf,macro avg,0.460526316,0.472972973,0.466666667,80
500_1090,sgd_tfidf,weighted avg,0.851973684,0.875,0.863333333,80
500_1090,knn_tfidf,0,0.25,0.166666667,0.2,6
500_1090,knn_tfidf,1,0.934210526,0.959459459,0.946666667,74
500_1090,knn_tfidf,accuracy,0.9,0.9,0.9,0.9
500_1090,knn_tfidf,macro avg,0.592105263,0.563063063,0.573333333,80
500_1090,knn_tfidf,weighted avg,0.882894737,0.9,0.890666667,80
500_1090,lr_w2v,0,0,0,0,6
500_1090,lr_w2v,1,0.924050633,0.986486486,0.954248366,74
500_1090,lr_w2v,accuracy,0.9125,0.9125,0.9125,0.9125
500_1090,lr_w2v,macro avg,0.462025316,0.493243243,0.477124183,80
500_1090,lr_w2v,weighted avg,0.854746835,0.9125,0.882679739,80
500_2080,lr_tfidf,0,0.777777778,0.4375,0.56,16
500_2080,lr_tfidf,1,0.873239437,0.96875,0.918518519,64
500_2080,lr_tfidf,accuracy,0.8625,0.8625,0.8625,0.8625
500_2080,lr_tfidf,macro avg,0.825508607,0.703125,0.739259259,80
500_2080,lr_tfidf,weighted avg,0.854147105,0.8625,0.846814815,80
500_2080,nb_tfidf,0,1,0.0625,0.117647059,16
500_2080,nb_tfidf,1,0.810126582,1,0.895104895,64
500_2080,nb_tfidf,accuracy,0.8125,0.8125,0.8125,0.8125
500_2080,nb_tfidf,macro avg,0.905063291,0.53125,0.506375977,80
500_2080,nb_tfidf,weighted avg,0.848101266,0.8125,0.739613328,80
500_2080,rf_tfidf,0,0,0,0,16
500_2080,rf_tfidf,1,0.8,1,0.888888889,64
500_2080,rf_tfidf,accuracy,0.8,0.8,0.8,0.8
500_2080,rf_tfidf,macro avg,0.4,0.5,0.444444444,80
500_2080,rf_tfidf,weighted avg,0.64,0.8,0.711111111,80
500_2080,dt_tfidf,0,0.315789474,0.375,0.342857143,16
500_2080,dt_tfidf,1,0.836065574,0.796875,0.816,64
500_2080,dt_tfidf,accuracy,0.7125,0.7125,0.7125,0.7125
500_2080,dt_tfidf,macro avg,0.575927524,0.5859375,0.579428571,80
500_2080,dt_tfidf,weighted avg,0.732010354,0.7125,0.721371429,80
500_2080,svc_tfidf,0,1,0.1875,0.315789474,16
500_2080,svc_tfidf,1,0.831168831,1,0.907801418,64
500_2080,svc_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
500_2080,svc_tfidf,macro avg,0.915584416,0.59375,0.611795446,80
500_2080,svc_tfidf,weighted avg,0.864935065,0.8375,0.789399029,80
500_2080,lsvc_tfidf,0,0.8,0.5,0.615384615,16
500_2080,lsvc_tfidf,1,0.885714286,0.96875,0.925373134,64
500_2080,lsvc_tfidf,accuracy,0.875,0.875,0.875,0.875
500_2080,lsvc_tfidf,macro avg,0.842857143,0.734375,0.770378875,80
500_2080,lsvc_tfidf,weighted avg,0.868571429,0.875,0.863375431,80
500_2080,sgd_tfidf,0,0.615384615,0.5,0.551724138,16
500_2080,sgd_tfidf,1,0.880597015,0.921875,0.900763359,64
500_2080,sgd_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
500_2080,sgd_tfidf,macro avg,0.747990815,0.7109375,0.726243748,80
500_2080,sgd_tfidf,weighted avg,0.827554535,0.8375,0.830955515,80
500_2080,knn_tfidf,0,0.727272727,0.5,0.592592593,16
500_2080,knn_tfidf,1,0.884057971,0.953125,0.917293233,64
500_2080,knn_tfidf,accuracy,0.8625,0.8625,0.8625,0.8625
500_2080,knn_tfidf,macro avg,0.805665349,0.7265625,0.754942913,80
500_2080,knn_tfidf,weighted avg,0.852700922,0.8625,0.852353105,80
500_2080,lr_w2v,0,0,0,0,16
500_2080,lr_w2v,1,0.8,1,0.888888889,64
500_2080,lr_w2v,accuracy,0.8,0.8,0.8,0.8
500_2080,lr_w2v,macro avg,0.4,0.5,0.444444444,80
500_2080,lr_w2v,weighted avg,0.64,0.8,0.711111111,80
500_3070,lr_tfidf,0,0.6,0.315789474,0.413793103,19
500_3070,lr_tfidf,1,0.814285714,0.93442623,0.870229008,61
500_3070,lr_tfidf,accuracy,0.7875,0.7875,0.7875,0.7875
500_3070,lr_tfidf,macro avg,0.707142857,0.625107852,0.642011056,80
500_3070,lr_tfidf,weighted avg,0.763392857,0.7875,0.76182548,80
500_3070,nb_tfidf,0,1,0.157894737,0.272727273,19
500_3070,nb_tfidf,1,0.792207792,1,0.884057971,61
500_3070,nb_tfidf,accuracy,0.8,0.8,0.8,0.8
500_3070,nb_tfidf,macro avg,0.896103896,0.578947368,0.578392622,80
500_3070,nb_tfidf,weighted avg,0.841558442,0.8,0.73886693,80
500_3070,rf_tfidf,0,1,0.105263158,0.19047619,19
500_3070,rf_tfidf,1,0.782051282,1,0.877697842,61
500_3070,rf_tfidf,accuracy,0.7875,0.7875,0.7875,0.7875
500_3070,rf_tfidf,macro avg,0.891025641,0.552631579,0.534087016,80
500_3070,rf_tfidf,weighted avg,0.833814103,0.7875,0.7144827,80
500_3070,dt_tfidf,0,0.409090909,0.473684211,0.43902439,19
500_3070,dt_tfidf,1,0.827586207,0.786885246,0.806722689,61
500_3070,dt_tfidf,accuracy,0.7125,0.7125,0.7125,0.7125
500_3070,dt_tfidf,macro avg,0.618338558,0.630284728,0.62287354,80
500_3070,dt_tfidf,weighted avg,0.728193574,0.7125,0.719394343,80
500_3070,svc_tfidf,0,0.8,0.210526316,0.333333333,19
500_3070,svc_tfidf,1,0.8,0.983606557,0.882352941,61
500_3070,svc_tfidf,accuracy,0.8,0.8,0.8,0.8
500_3070,svc_tfidf,macro avg,0.8,0.597066437,0.607843137,80
500_3070,svc_tfidf,weighted avg,0.8,0.8,0.751960784,80
500_3070,lsvc_tfidf,0,0.6,0.315789474,0.413793103,19
500_3070,lsvc_tfidf,1,0.814285714,0.93442623,0.870229008,61
500_3070,lsvc_tfidf,accuracy,0.7875,0.7875,0.7875,0.7875
500_3070,lsvc_tfidf,macro avg,0.707142857,0.625107852,0.642011056,80
500_3070,lsvc_tfidf,weighted avg,0.763392857,0.7875,0.76182548,80
500_3070,sgd_tfidf,0,0.411764706,0.368421053,0.388888889,19
500_3070,sgd_tfidf,1,0.80952381,0.836065574,0.822580645,61
500_3070,sgd_tfidf,accuracy,0.725,0.725,0.725,0.725
500_3070,sgd_tfidf,macro avg,0.610644258,0.602243313,0.605734767,80
500_3070,sgd_tfidf,weighted avg,0.715056022,0.725,0.719578853,80
500_3070,knn_tfidf,0,0.461538462,0.315789474,0.375,19
500_3070,knn_tfidf,1,0.805970149,0.885245902,0.84375,61
500_3070,knn_tfidf,accuracy,0.75,0.75,0.75,0.75
500_3070,knn_tfidf,macro avg,0.633754305,0.600517688,0.609375,80
500_3070,knn_tfidf,weighted avg,0.724167623,0.75,0.732421875,80
500_3070,lr_w2v,0,0,0,0,19
500_3070,lr_w2v,1,0.7625,1,0.865248227,61
500_3070,lr_w2v,accuracy,0.7625,0.7625,0.7625,0.7625
500_3070,lr_w2v,macro avg,0.38125,0.5,0.432624113,80
500_3070,lr_w2v,weighted avg,0.58140625,0.7625,0.659751773,80
500_4060,lr_tfidf,0,0.846153846,0.366666667,0.511627907,30
500_4060,lr_tfidf,1,0.71641791,0.96,0.820512821,50
500_4060,lr_tfidf,accuracy,0.7375,0.7375,0.7375,0.7375
500_4060,lr_tfidf,macro avg,0.781285878,0.663333333,0.666070364,80
500_4060,lr_tfidf,weighted avg,0.765068886,0.7375,0.704680978,80
500_4060,nb_tfidf,0,1,0.266666667,0.421052632,30
500_4060,nb_tfidf,1,0.694444444,1,0.819672131,50
500_4060,nb_tfidf,accuracy,0.725,0.725,0.725,0.725
500_4060,nb_tfidf,macro avg,0.847222222,0.633333333,0.620362381,80
500_4060,nb_tfidf,weighted avg,0.809027778,0.725,0.670189819,80
500_4060,rf_tfidf,0,1,0.133333333,0.235294118,30
500_4060,rf_tfidf,1,0.657894737,1,0.793650794,50
500_4060,rf_tfidf,accuracy,0.675,0.675,0.675,0.675
500_4060,rf_tfidf,macro avg,0.828947368,0.566666667,0.514472456,80
500_4060,rf_tfidf,weighted avg,0.786184211,0.675,0.58426704,80
500_4060,dt_tfidf,0,0.551724138,0.533333333,0.542372881,30
500_4060,dt_tfidf,1,0.725490196,0.74,0.732673267,50
500_4060,dt_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
500_4060,dt_tfidf,macro avg,0.638607167,0.636666667,0.637523074,80
500_4060,dt_tfidf,weighted avg,0.660327924,0.6625,0.661310623,80
500_4060,svc_tfidf,0,1,0.3,0.461538462,30
500_4060,svc_tfidf,1,0.704225352,1,0.826446281,50
500_4060,svc_tfidf,accuracy,0.7375,0.7375,0.7375,0.7375
500_4060,svc_tfidf,macro avg,0.852112676,0.65,0.643992371,80
500_4060,svc_tfidf,weighted avg,0.815140845,0.7375,0.689605849,80
500_4060,lsvc_tfidf,0,0.785714286,0.366666667,0.5,30
500_4060,lsvc_tfidf,1,0.712121212,0.94,0.810344828,50
500_4060,lsvc_tfidf,accuracy,0.725,0.725,0.725,0.725
500_4060,lsvc_tfidf,macro avg,0.748917749,0.653333333,0.655172414,80
500_4060,lsvc_tfidf,weighted avg,0.739718615,0.725,0.693965517,80
500_4060,sgd_tfidf,0,0.583333333,0.466666667,0.518518519,30
500_4060,sgd_tfidf,1,0.714285714,0.8,0.754716981,50
500_4060,sgd_tfidf,accuracy,0.675,0.675,0.675,0.675
500_4060,sgd_tfidf,macro avg,0.648809524,0.633333333,0.63661775,80
500_4060,sgd_tfidf,weighted avg,0.665178571,0.675,0.666142558,80
500_4060,knn_tfidf,0,0.647058824,0.366666667,0.468085106,30
500_4060,knn_tfidf,1,0.698412698,0.88,0.778761062,50
500_4060,knn_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
500_4060,knn_tfidf,macro avg,0.672735761,0.623333333,0.623423084,80
500_4060,knn_tfidf,weighted avg,0.679154995,0.6875,0.662257579,80
500_4060,lr_w2v,0,0.5,0.033333333,0.0625,30
500_4060,lr_w2v,1,0.628205128,0.98,0.765625,50
500_4060,lr_w2v,accuracy,0.625,0.625,0.625,0.625
500_4060,lr_w2v,macro avg,0.564102564,0.506666667,0.4140625,80
500_4060,lr_w2v,weighted avg,0.580128205,0.625,0.501953125,80
500_5050,lr_tfidf,0,0.727272727,0.6,0.657534247,40
500_5050,lr_tfidf,1,0.659574468,0.775,0.712643678,40
500_5050,lr_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
500_5050,lr_tfidf,macro avg,0.693423598,0.6875,0.685088962,80
500_5050,lr_tfidf,weighted avg,0.693423598,0.6875,0.685088962,80
500_5050,nb_tfidf,0,0.8,0.5,0.615384615,40
500_5050,nb_tfidf,1,0.636363636,0.875,0.736842105,40
500_5050,nb_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
500_5050,nb_tfidf,macro avg,0.718181818,0.6875,0.67611336,80
500_5050,nb_tfidf,weighted avg,0.718181818,0.6875,0.67611336,80
500_5050,rf_tfidf,0,0.882352941,0.375,0.526315789,40
500_5050,rf_tfidf,1,0.603174603,0.95,0.737864078,40
500_5050,rf_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
500_5050,rf_tfidf,macro avg,0.742763772,0.6625,0.632089934,80
500_5050,rf_tfidf,weighted avg,0.742763772,0.6625,0.632089934,80
500_5050,dt_tfidf,0,0.75,0.675,0.710526316,40
500_5050,dt_tfidf,1,0.704545455,0.775,0.738095238,40
500_5050,dt_tfidf,accuracy,0.725,0.725,0.725,0.725
500_5050,dt_tfidf,macro avg,0.727272727,0.725,0.724310777,80
500_5050,dt_tfidf,weighted avg,0.727272727,0.725,0.724310777,80
500_5050,svc_tfidf,0,0.8,0.5,0.615384615,40
500_5050,svc_tfidf,1,0.636363636,0.875,0.736842105,40
500_5050,svc_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
500_5050,svc_tfidf,macro avg,0.718181818,0.6875,0.67611336,80
500_5050,svc_tfidf,weighted avg,0.718181818,0.6875,0.67611336,80
500_5050,lsvc_tfidf,0,0.6875,0.55,0.611111111,40
500_5050,lsvc_tfidf,1,0.625,0.75,0.681818182,40
500_5050,lsvc_tfidf,accuracy,0.65,0.65,0.65,0.65
500_5050,lsvc_tfidf,macro avg,0.65625,0.65,0.646464646,80
500_5050,lsvc_tfidf,weighted avg,0.65625,0.65,0.646464646,80
500_5050,sgd_tfidf,0,0.6875,0.55,0.611111111,40
500_5050,sgd_tfidf,1,0.625,0.75,0.681818182,40
500_5050,sgd_tfidf,accuracy,0.65,0.65,0.65,0.65
500_5050,sgd_tfidf,macro avg,0.65625,0.65,0.646464646,80
500_5050,sgd_tfidf,weighted avg,0.65625,0.65,0.646464646,80
500_5050,knn_tfidf,0,0.625,0.625,0.625,40
500_5050,knn_tfidf,1,0.625,0.625,0.625,40
500_5050,knn_tfidf,accuracy,0.625,0.625,0.625,0.625
500_5050,knn_tfidf,macro avg,0.625,0.625,0.625,80
500_5050,knn_tfidf,weighted avg,0.625,0.625,0.625,80
500_5050,lr_w2v,0,0.523809524,0.55,0.536585366,40
500_5050,lr_w2v,1,0.526315789,0.5,0.512820513,40
500_5050,lr_w2v,accuracy,0.525,0.525,0.525,0.525
500_5050,lr_w2v,macro avg,0.525062657,0.525,0.524702939,80
500_5050,lr_w2v,weighted avg,0.525062657,0.525,0.524702939,80
600_1090,lr_tfidf,0,0,0,0,13
600_1090,lr_tfidf,1,0.864583333,1,0.927374302,83
600_1090,lr_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,lr_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,lr_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,nb_tfidf,0,0,0,0,13
600_1090,nb_tfidf,1,0.864583333,1,0.927374302,83
600_1090,nb_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,nb_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,nb_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,rf_tfidf,0,0,0,0,13
600_1090,rf_tfidf,1,0.864583333,1,0.927374302,83
600_1090,rf_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,rf_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,rf_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,dt_tfidf,0,0.111111111,0.076923077,0.090909091,13
600_1090,dt_tfidf,1,0.862068966,0.903614458,0.882352941,83
600_1090,dt_tfidf,accuracy,0.791666667,0.791666667,0.791666667,0.791666667
600_1090,dt_tfidf,macro avg,0.486590038,0.490268767,0.486631016,96
600_1090,dt_tfidf,weighted avg,0.760376756,0.791666667,0.775178253,96
600_1090,svc_tfidf,0,0,0,0,13
600_1090,svc_tfidf,1,0.864583333,1,0.927374302,83
600_1090,svc_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,svc_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,svc_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,lsvc_tfidf,0,0,0,0,13
600_1090,lsvc_tfidf,1,0.864583333,1,0.927374302,83
600_1090,lsvc_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,lsvc_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,lsvc_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,sgd_tfidf,0,0,0,0,13
600_1090,sgd_tfidf,1,0.864583333,1,0.927374302,83
600_1090,sgd_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,sgd_tfidf,macro avg,0.432291667,0.5,0.463687151,96
600_1090,sgd_tfidf,weighted avg,0.74750434,0.864583333,0.801792365,96
600_1090,knn_tfidf,0,1,0.076923077,0.142857143,13
600_1090,knn_tfidf,1,0.873684211,1,0.93258427,83
600_1090,knn_tfidf,accuracy,0.875,0.875,0.875,0.875
600_1090,knn_tfidf,macro avg,0.936842105,0.538461538,0.537720706,96
600_1090,knn_tfidf,weighted avg,0.890789474,0.875,0.825642055,96
600_1090,lr_w2v,0,0,0,0,13
600_1090,lr_w2v,1,0.864583333,1,0.927374302,83
600_1090,lr_w2v,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_1090,lr_w2v,macro avg,0.432291667,0.5,0.463687151,96
600_1090,lr_w2v,weighted avg,0.74750434,0.864583333,0.801792365,96
600_2080,lr_tfidf,0,0.875,0.333333333,0.482758621,21
600_2080,lr_tfidf,1,0.840909091,0.986666667,0.90797546,75
600_2080,lr_tfidf,accuracy,0.84375,0.84375,0.84375,0.84375
600_2080,lr_tfidf,macro avg,0.857954545,0.66,0.69536704,96
600_2080,lr_tfidf,weighted avg,0.848366477,0.84375,0.814959276,96
600_2080,nb_tfidf,0,0,0,0,21
600_2080,nb_tfidf,1,0.78125,1,0.877192982,75
600_2080,nb_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
600_2080,nb_tfidf,macro avg,0.390625,0.5,0.438596491,96
600_2080,nb_tfidf,weighted avg,0.610351563,0.78125,0.685307018,96
600_2080,rf_tfidf,0,0,0,0,21
600_2080,rf_tfidf,1,0.78125,1,0.877192982,75
600_2080,rf_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
600_2080,rf_tfidf,macro avg,0.390625,0.5,0.438596491,96
600_2080,rf_tfidf,weighted avg,0.610351563,0.78125,0.685307018,96
600_2080,dt_tfidf,0,0.423076923,0.523809524,0.468085106,21
600_2080,dt_tfidf,1,0.857142857,0.8,0.827586207,75
600_2080,dt_tfidf,accuracy,0.739583333,0.739583333,0.739583333,0.739583333
600_2080,dt_tfidf,macro avg,0.64010989,0.661904762,0.647835657,96
600_2080,dt_tfidf,weighted avg,0.762190934,0.739583333,0.748945341,96
600_2080,svc_tfidf,0,1,0.285714286,0.444444444,21
600_2080,svc_tfidf,1,0.833333333,1,0.909090909,75
600_2080,svc_tfidf,accuracy,0.84375,0.84375,0.84375,0.84375
600_2080,svc_tfidf,macro avg,0.916666667,0.642857143,0.676767677,96
600_2080,svc_tfidf,weighted avg,0.869791667,0.84375,0.807449495,96
600_2080,lsvc_tfidf,0,0.875,0.333333333,0.482758621,21
600_2080,lsvc_tfidf,1,0.840909091,0.986666667,0.90797546,75
600_2080,lsvc_tfidf,accuracy,0.84375,0.84375,0.84375,0.84375
600_2080,lsvc_tfidf,macro avg,0.857954545,0.66,0.69536704,96
600_2080,lsvc_tfidf,weighted avg,0.848366477,0.84375,0.814959276,96
600_2080,sgd_tfidf,0,0.9,0.428571429,0.580645161,21
600_2080,sgd_tfidf,1,0.860465116,0.986666667,0.919254658,75
600_2080,sgd_tfidf,accuracy,0.864583333,0.864583333,0.864583333,0.864583333
600_2080,sgd_tfidf,macro avg,0.880232558,0.707619048,0.74994991,96
600_2080,sgd_tfidf,weighted avg,0.869113372,0.864583333,0.845183831,96
600_2080,knn_tfidf,0,0.692307692,0.428571429,0.529411765,21
600_2080,knn_tfidf,1,0.855421687,0.946666667,0.898734177,75
600_2080,knn_tfidf,accuracy,0.833333333,0.833333333,0.833333333,0.833333333
600_2080,knn_tfidf,macro avg,0.77386469,0.687619048,0.714072971,96
600_2080,knn_tfidf,weighted avg,0.8197405,0.833333333,0.817944899,96
600_2080,lr_w2v,0,0,0,0,21
600_2080,lr_w2v,1,0.78125,1,0.877192982,75
600_2080,lr_w2v,accuracy,0.78125,0.78125,0.78125,0.78125
600_2080,lr_w2v,macro avg,0.390625,0.5,0.438596491,96
600_2080,lr_w2v,weighted avg,0.610351563,0.78125,0.685307018,96
600_3070,lr_tfidf,0,1,0.344827586,0.512820513,29
600_3070,lr_tfidf,1,0.779069767,1,0.875816993,67
600_3070,lr_tfidf,accuracy,0.802083333,0.802083333,0.802083333,0.802083333
600_3070,lr_tfidf,macro avg,0.889534884,0.672413793,0.694318753,96
600_3070,lr_tfidf,weighted avg,0.845809109,0.802083333,0.766161807,96
600_3070,nb_tfidf,0,1,0.24137931,0.388888889,29
600_3070,nb_tfidf,1,0.752808989,1,0.858974359,67
600_3070,nb_tfidf,accuracy,0.770833333,0.770833333,0.770833333,0.770833333
600_3070,nb_tfidf,macro avg,0.876404494,0.620689655,0.623931624,96
600_3070,nb_tfidf,weighted avg,0.827481273,0.770833333,0.716969373,96
600_3070,rf_tfidf,0,1,0.068965517,0.129032258,29
600_3070,rf_tfidf,1,0.712765957,1,0.832298137,67
600_3070,rf_tfidf,accuracy,0.71875,0.71875,0.71875,0.71875
600_3070,rf_tfidf,macro avg,0.856382979,0.534482759,0.480665197,96
600_3070,rf_tfidf,weighted avg,0.799534574,0.71875,0.619853236,96
600_3070,dt_tfidf,0,0.681818182,0.517241379,0.588235294,29
600_3070,dt_tfidf,1,0.810810811,0.895522388,0.85106383,67
600_3070,dt_tfidf,accuracy,0.78125,0.78125,0.78125,0.78125
600_3070,dt_tfidf,macro avg,0.746314496,0.706381884,0.719649562,96
600_3070,dt_tfidf,weighted avg,0.771844287,0.78125,0.77166771,96
600_3070,svc_tfidf,0,1,0.344827586,0.512820513,29
600_3070,svc_tfidf,1,0.779069767,1,0.875816993,67
600_3070,svc_tfidf,accuracy,0.802083333,0.802083333,0.802083333,0.802083333
600_3070,svc_tfidf,macro avg,0.889534884,0.672413793,0.694318753,96
600_3070,svc_tfidf,weighted avg,0.845809109,0.802083333,0.766161807,96
600_3070,lsvc_tfidf,0,0.909090909,0.344827586,0.5,29
600_3070,lsvc_tfidf,1,0.776470588,0.985074627,0.868421053,67
600_3070,lsvc_tfidf,accuracy,0.791666667,0.791666667,0.791666667,0.791666667
600_3070,lsvc_tfidf,macro avg,0.842780749,0.664951107,0.684210526,96
600_3070,lsvc_tfidf,weighted avg,0.816532977,0.791666667,0.757127193,96
